true,predicted,confidence
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.456
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.455
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.562
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.512
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.598
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.608
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.611
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.646
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.543
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.605
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.573
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.628
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.667
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.676
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.596
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.608
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.611
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.599
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.596
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.614
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.609
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.597
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.598
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.605
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.567
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.596
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.631
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.599
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.634
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.611
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.603
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.608
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.583
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.611
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.602
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.618
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.592
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.594
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.581
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.575
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.605
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.554
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.567
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.563
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.641
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.587
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.584
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.567
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.52
3 Continuous activity & tone 3.15kHz_SPL,5 Blasts,0.595
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.612
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.624
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.638
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.62
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.662
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.632
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.66
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.625
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.593
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.582
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.517
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.611
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.614
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.569
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.606
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.587
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.618
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.606
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.481
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.608
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.524
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.51
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.447
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.474
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.478
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.494
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.565
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.592
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.603
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.578
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.573
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.558
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.524
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.476
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.515
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.513
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.513
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.565
4 Continuous activity & tone 3.15kHz_ SP,5 Blasts,0.555
5 Blasts,1 Pulses HAMMERING,0.372
6 Machinery continuous activity,5 Blasts,0.635
6 Machinery continuous activity,5 Blasts,0.604
6 Machinery continuous activity,5 Blasts,0.611
6 Machinery continuous activity,5 Blasts,0.604
6 Machinery continuous activity,5 Blasts,0.594
6 Machinery continuous activity,5 Blasts,0.519
6 Machinery continuous activity,5 Blasts,0.594
6 Machinery continuous activity,5 Blasts,0.612
6 Machinery continuous activity,5 Blasts,0.619
6 Machinery continuous activity,5 Blasts,0.623
6 Machinery continuous activity,5 Blasts,0.632
6 Machinery continuous activity,5 Blasts,0.608
6 Machinery continuous activity,5 Blasts,0.625
6 Machinery continuous activity,5 Blasts,0.598
6 Machinery continuous activity,5 Blasts,0.596
6 Machinery continuous activity,5 Blasts,0.567
6 Machinery continuous activity,5 Blasts,0.615
6 Machinery continuous activity,5 Blasts,0.599
6 Machinery continuous activity,5 Blasts,0.597
6 Machinery continuous activity,5 Blasts,0.616
6 Machinery continuous activity,5 Blasts,0.626
6 Machinery continuous activity,5 Blasts,0.65
6 Machinery continuous activity,5 Blasts,0.626
6 Machinery continuous activity,5 Blasts,0.62
6 Machinery continuous activity,5 Blasts,0.618
6 Machinery continuous activity,5 Blasts,0.606
6 Machinery continuous activity,5 Blasts,0.611
6 Machinery continuous activity,5 Blasts,0.646
6 Machinery continuous activity,5 Blasts,0.712
6 Machinery continuous activity,5 Blasts,0.671
6 Machinery continuous activity,5 Blasts,0.661
6 Machinery continuous activity,5 Blasts,0.648
6 Machinery continuous activity,5 Blasts,0.616
6 Machinery continuous activity,5 Blasts,0.615
6 Machinery continuous activity,5 Blasts,0.618
6 Machinery continuous activity,5 Blasts,0.807
6 Machinery continuous activity,5 Blasts,0.716
6 Machinery continuous activity,5 Blasts,0.645
6 Machinery continuous activity,5 Blasts,0.636
6 Machinery continuous activity,5 Blasts,0.649
6 Machinery continuous activity,5 Blasts,0.567
6 Machinery continuous activity,5 Blasts,0.618
6 Machinery continuous activity,5 Blasts,0.606
6 Machinery continuous activity,5 Blasts,0.586
6 Machinery continuous activity,5 Blasts,0.569
6 Machinery continuous activity,5 Blasts,0.544
6 Machinery continuous activity,5 Blasts,0.551
6 Machinery continuous activity,5 Blasts,0.539
6 Machinery continuous activity,5 Blasts,0.522
6 Machinery continuous activity,5 Blasts,0.502
6 Machinery continuous activity,5 Blasts,0.6
6 Machinery continuous activity,5 Blasts,0.599
6 Machinery continuous activity,5 Blasts,0.554
6 Machinery continuous activity,5 Blasts,0.599
6 Machinery continuous activity,5 Blasts,0.456
6 Machinery continuous activity,5 Blasts,0.582
6 Machinery continuous activity,5 Blasts,0.568
6 Machinery continuous activity,5 Blasts,0.507
6 Machinery continuous activity,5 Blasts,0.726
6 Machinery continuous activity,5 Blasts,0.692
6 Machinery continuous activity,5 Blasts,0.697
6 Machinery continuous activity,5 Blasts,0.693
6 Machinery continuous activity,5 Blasts,0.688
6 Machinery continuous activity,5 Blasts,0.593
6 Machinery continuous activity,5 Blasts,0.631
6 Machinery continuous activity,5 Blasts,0.545
6 Machinery continuous activity,5 Blasts,0.579
6 Machinery continuous activity,5 Blasts,0.614
6 Machinery continuous activity,5 Blasts,0.636
6 Machinery continuous activity,5 Blasts,0.597
6 Machinery continuous activity,5 Blasts,0.547
6 Machinery continuous activity,5 Blasts,0.611
6 Machinery continuous activity,5 Blasts,0.578
6 Machinery continuous activity,5 Blasts,0.591
6 Machinery continuous activity,5 Blasts,0.642
6 Machinery continuous activity,5 Blasts,0.725
7 Works_ sirens and knocks en altas frec,5 Blasts,0.609
7 Works_ sirens and knocks en altas frec,5 Blasts,0.551
7 Works_ sirens and knocks en altas frec,5 Blasts,0.743
7 Works_ sirens and knocks en altas frec,5 Blasts,0.798
7 Works_ sirens and knocks en altas frec,5 Blasts,0.62
7 Works_ sirens and knocks en altas frec,5 Blasts,0.662
